,QikProp_.stars,QikProp_.amine,QikProp_.acid,QikProp_.rotor,QikProp_.rctvFG,QikProp_CNS,QikProp_MW,QikProp_dipole,QikProp_SASA,QikProp_FOSA,QikProp_FISA,QikProp_PISA,QikProp_WPSA,QikProp_volume,QikProp_donorHB,QikProp_accptHB,QikProp_dip.2.V,QikProp_ACxDN..5.SA,QikProp_glob,QikProp_QPpolrz,QikProp_QPlogPC16,QikProp_QPlogPoct,QikProp_QPlogPw,QikProp_QPlogPo.w,QikProp_QPlogS,QikProp_QPlogHERG,QikProp_QPPCaco,QikProp_QPlogBB,QikProp_QPPMDCK,QikProp_QPlogKp,QikProp_IP.eV.,QikProp_EA.eV.,QikProp_.metabol,QikProp_QPlogKhsa,moeGao_Abra_L,moeGao_Abra_R,moeGao_Abra_acidity,moeGao_Abra_basicity,moeGao_Abra_pi,moe2D_BCUT_PEOE_0,moe2D_BCUT_PEOE_1,moe2D_BCUT_PEOE_2,moe2D_BCUT_PEOE_3,moe2D_BCUT_SLOGP_0,moe2D_BCUT_SLOGP_1,moe2D_BCUT_SLOGP_2,moe2D_BCUT_SLOGP_3,moe2D_BCUT_SMR_0,moe2D_BCUT_SMR_1,moe2D_BCUT_SMR_2,moe2D_BCUT_SMR_3,moe2D_GCUT_PEOE_0,moe2D_GCUT_PEOE_1,moe2D_GCUT_PEOE_2,moe2D_GCUT_PEOE_3,moe2D_GCUT_SLOGP_0,moe2D_GCUT_SLOGP_1,moe2D_GCUT_SLOGP_2,moe2D_GCUT_SLOGP_3,moe2D_GCUT_SMR_0,moe2D_GCUT_SMR_1,moe2D_GCUT_SMR_2,moe2D_GCUT_SMR_3,moe2D_Kier1,moe2D_Kier2,moe2D_Kier3,moe2D_KierA1,moe2D_KierA2,moe2D_KierA3,moe2D_KierFlex,moe2D_PEOE_PC.,moe2D_PEOE_PC..1,moe2D_PEOE_RPC.,moe2D_PEOE_RPC..1,moe2D_PEOE_VSA.0,moe2D_PEOE_VSA.1,moe2D_PEOE_VSA.2,moe2D_PEOE_VSA.3,moe2D_PEOE_VSA.4,moe2D_PEOE_VSA.5,moe2D_PEOE_VSA.6,moe2D_PEOE_VSA.0.1,moe2D_PEOE_VSA.1.1,moe2D_PEOE_VSA.2.1,moe2D_PEOE_VSA.3.1,moe2D_PEOE_VSA.4.1,moe2D_PEOE_VSA.5.1,moe2D_PEOE_VSA.6.1,moe2D_PEOE_VSA_FHYD,moe2D_PEOE_VSA_FNEG,moe2D_PEOE_VSA_FPNEG,moe2D_PEOE_VSA_FPOL,moe2D_PEOE_VSA_FPOS,moe2D_PEOE_VSA_FPPOS,moe2D_PEOE_VSA_HYD,moe2D_PEOE_VSA_NEG,moe2D_PEOE_VSA_PNEG,moe2D_PEOE_VSA_POL,moe2D_PEOE_VSA_POS,moe2D_PEOE_VSA_PPOS,moe2D_Q_PC.,moe2D_Q_PC..1,moe2D_Q_RPC.,moe2D_Q_RPC..1,moe2D_Q_VSA_FHYD,moe2D_Q_VSA_FNEG,moe2D_Q_VSA_FPNEG,moe2D_Q_VSA_FPOL,moe2D_Q_VSA_FPOS,moe2D_Q_VSA_FPPOS,moe2D_Q_VSA_HYD,moe2D_Q_VSA_NEG,moe2D_Q_VSA_PNEG,moe2D_Q_VSA_POL,moe2D_Q_VSA_POS,moe2D_Q_VSA_PPOS,moe2D_SMR,moe2D_SMR_VSA0,moe2D_SMR_VSA1,moe2D_SMR_VSA2,moe2D_SMR_VSA3,moe2D_SMR_VSA4,moe2D_SMR_VSA5,moe2D_SMR_VSA6,moe2D_SMR_VSA7,moe2D_SlogP,moe2D_SlogP_VSA0,moe2D_SlogP_VSA1,moe2D_SlogP_VSA2,moe2D_SlogP_VSA3,moe2D_SlogP_VSA4,moe2D_SlogP_VSA5,moe2D_SlogP_VSA6,moe2D_SlogP_VSA7,moe2D_SlogP_VSA8,moe2D_SlogP_VSA9,moe2D_TPSA,moe2D_VAdjEq,moe2D_VAdjMa,moe2D_VDistEq,moe2D_VDistMa,moe2D_Weight,moe2D_a_IC,moe2D_a_ICM,moe2D_a_acc,moe2D_a_aro,moe2D_a_count,moe2D_a_don,moe2D_a_heavy,moe2D_a_hyd,moe2D_a_nBr,moe2D_a_nC,moe2D_a_nCl,moe2D_a_nF,moe2D_a_nH,moe2D_a_nN,moe2D_a_nO,moe2D_a_nS,moe2D_apol,moe2D_b_1rotN,moe2D_b_1rotR,moe2D_b_ar,moe2D_b_count,moe2D_b_double,moe2D_b_heavy,moe2D_b_rotN,moe2D_b_rotR,moe2D_b_single,moe2D_b_triple,moe2D_balabanJ,moe2D_bpol,moe2D_chi0,moe2D_chi0_C,moe2D_chi0v,moe2D_chi0v_C,moe2D_chi1,moe2D_chi1_C,moe2D_chi1v,moe2D_chi1v_C,moeGao_chi2_C,moeGao_chi2v_C,moeGao_chi3c,moeGao_chi3c_C,moeGao_chi3cv,moeGao_chi3cv_C,moeGao_chi3p,moeGao_chi3p_C,moeGao_chi3pv,moeGao_chi3pv_C,moeGao_chi4c,moeGao_chi4c_C,moeGao_chi4ca,moeGao_chi4ca_C,moeGao_chi4cav,moeGao_chi4cav_C,moeGao_chi4cv,moeGao_chi4cv_C,moeGao_chi4pc,moeGao_chi4pc_C,moeGao_chi4pcv,moeGao_chi4pcv_C,moe2D_chiral,moe2D_density,moe2D_diameter,moe2D_kS_aaCH,moe2D_kS_aaN,moe2D_kS_aaNH,moe2D_kS_aaS,moe2D_kS_aaaC,moe2D_kS_aasC,moe2D_kS_aasN,moe2D_kS_dO,moe2D_kS_ddssS,moe2D_kS_dsCH,moe2D_kS_dssC,moe2D_kS_sBr,moe2D_kS_sCH3,moe2D_kS_sCl,moe2D_kS_sF,moe2D_kS_sNH2,moe2D_kS_sOH,moe2D_kS_ssCH2,moe2D_kS_ssNH,moe2D_kS_ssO,moe2D_kS_ssS,moe2D_kS_sssCH,moe2D_kS_sssN,moe2D_kS_ssssC,moe2D_kS_tNH,moe2D_kS_tsC,moe2D_lip_acc,moe2D_lip_don,moe2D_lip_violation,moe2D_logP.o.w.,moe2D_logS,moe2D_mr,moe2D_opr_brigid,moe2D_opr_nring,moe2D_opr_nrot,moe2D_opr_violation,moe2D_petitjean,moe2D_petitjeanSC,moe2D_radius,moe2D_reactive,moe2D_rings,moe2D_vdw_area,moe2D_vdw_vol,moe2D_vsa_acc,moe2D_vsa_don,moe2D_vsa_hyd,moe2D_vsa_other,moe2D_vsa_pol,moe2D_weinerPath,moe2D_weinerPol,moe2D_zagreb
391,0,0,0,1,0,0,349.354,7.377,576.796,114.46,112.636,262.966,86.734,1001.159,0.0,7.0,0.0543539,0.0,0.839096,35.782,9.596,16.719,10.554,2.298,-3.843,-6.913,1035.536,-0.485,692.656,-2.573,9.509,1.437,2,-0.29,7.69,1.385,0.099,0.557,1.754,-2.419,-0.5812,0.6537,2.426,-2.435,-0.4931,0.741,2.447,-2.046,-0.4516,0.8397,2.788,-0.8875,-0.3649,0.07845,2.498,-0.8302,-0.3061,0.1645,2.593,-0.4666,-0.2003,0.1931,2.787,18.78,7.709,4.411,14.46,5.862,3.325,3.532,2.409,-2.409,0.1172,0.1963,83.66,38.39,34.95,20.72,0.0,16.46,0.0,49.02,0.0,6.513,0.0,29.5,5.683,32.02,0.736,0.3873,0.212,0.264,0.6127,0.05195,233.3,122.7,67.2,83.66,194.2,16.46,4.399,-4.399,0.2737,0.1478,0.6758,0.5312,0.2649,0.3242,0.4688,0.0593,214.2,168.4,83.94,102.7,148.6,18.79,8.497,48.17,65.39,1.551,19.04,8.27,157.5,0.0,38.57,3.371,0.0,83.64,6.879,0.0,2.757,33.24,0.0,165.8,16.28,29.92,64.85,0.4374,5.7,3.295,8.886,349.4,71.89,1.943,4,17,37,0,24,15,0,16,0,2,13,3,2,1,45.75,4,0.1538,17,39,0,26,4,0.1538,22,0,1.655,27.71,17.32,10.83,13.41,9.274,11.36,5.524,8.835,3.893,3.37,1.981,2.616,0.1667,0.8933,0.08333,8.5,1.725,3.693,0.8274,0.2887,0.0,6.364,1.022,2.295,0.4072,0.05103,0.0,4.65,0.1179,1.451,0.04811,0,0.8524,11,1.875,0.0,0.0,0.0,23.1,10.14,0.0,-2.682,28.63,0.0,0.0,0.0,3.884,0.0,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,32.02,0.0,0.0,0.0,0.0,5,0,0,2.192,-3.93,8.835,17,3,4,0,0.4545,0.8333,6,0,3,316.9,409.8,43.38,0.0,233.2,31.1,0.0,1337,37,128
392,0,0,0,2,0,-2,324.356,9.518,564.563,83.442,190.594,289.876,0.649,974.688,0.0,8.5,0.0929539,0.0,0.8420996,34.337,10.593,17.526,12.453,0.69,-3.273,-6.967,162.129,-1.279,89.334,-3.819,9.589,1.553,1,-0.813,8.652,1.713,0.03,0.763,2.276,-2.419,-0.6081,0.6979,2.425,-2.435,-0.5223,0.784,2.426,-2.046,-0.481,0.833,2.788,-0.8875,-0.4564,0.08836,2.455,-0.8302,-0.3881,0.1599,2.541,-0.4454,-0.2034,0.1978,2.754,17.81,7.486,4.159,12.83,5.307,2.912,2.961,2.183,-2.183,0.1162,0.2165,83.66,38.39,44.29,27.42,0.0,4.185,0.0,49.02,0.0,6.513,17.74,5.683,5.683,32.02,0.8488,0.3708,0.1379,0.1512,0.6292,0.0133,267.0,116.7,43.38,47.57,197.9,4.185,4.276,-4.276,0.2815,0.152,0.646,0.5158,0.2475,0.354,0.4842,0.1065,203.2,162.3,77.87,111.4,152.3,33.51,8.462,48.17,66.53,1.551,19.36,8.27,157.5,0.0,38.57,2.209,0.0,83.64,6.879,47.66,2.757,33.24,0.0,165.8,0.0,0.0,88.64,0.4514,5.644,3.283,8.757,324.4,62.51,1.786,5,17,35,0,23,13,0,16,0,0,12,4,2,1,45.07,3,0.12,17,37,0,25,4,0.16,19,1,1.629,24.87,16.45,10.96,13.03,9.196,10.99,5.599,8.584,3.854,3.423,1.959,2.32,0.1667,0.8421,0.08333,8.196,1.725,3.565,0.8274,0.2887,0.0,6.224,1.022,2.226,0.4072,0.05103,0.0,4.093,0.1179,1.372,0.04811,0,0.8018,11,2.585,0.0,0.0,0.0,24.49,10.57,0.0,-2.601,28.65,0.0,0.0,0.0,3.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,11.98,6,0,0,1.265,-3.779,8.833,17,3,4,0,0.4545,0.8333,6,0,3,314.6,404.6,61.12,0.0,213.8,31.1,0.0,1201,35,122
393,0,0,0,3,0,-2,374.364,4.855,606.458,31.007,223.167,263.994,88.289,1045.573,2.0,7.5,0.0225399,0.0174894,0.8214866,36.285,11.208,20.077,14.297,1.954,-5.746,-7.504,74.71,-1.766,37.963,-4.414,9.847,1.61,1,-0.011,8.338,1.644,0.455,-0.031,1.677,-2.324,-0.6372,0.7149,2.369,-2.572,-0.5381,0.8036,2.448,-1.972,-0.4942,0.8543,2.722,-0.8172,-0.3925,0.08975,2.51,-1.348,-0.3679,0.17,2.613,-0.4672,-0.2121,0.2271,2.801,20.73,8.566,4.899,15.4,6.283,3.561,3.722,1.907,-1.907,0.1481,0.1241,54.06,74.3,10.96,0.0,0.0,16.46,0.0,61.27,24.51,0.0,36.21,55.83,0.0,0.0,0.7833,0.533,0.1674,0.2167,0.467,0.04935,261.3,177.8,55.83,72.3,155.8,16.46,5.808,-5.808,0.2491,0.1684,0.5244,0.6592,0.296,0.4756,0.3408,0.1796,174.9,219.9,98.74,158.7,113.7,59.92,9.016,48.17,79.42,1.551,38.83,39.99,158.8,0.0,6.641,3.091,31.29,66.61,6.641,47.66,5.942,1.551,0.0,167.5,16.28,29.92,101.8,0.4121,5.807,3.442,9.113,374.4,74.91,1.971,4,17,38,1,26,16,0,17,0,2,12,4,2,1,47.94,4,0.1429,17,40,0,28,5,0.1786,22,1,1.641,23.98,18.9,11.11,13.99,9.274,12.29,7.157,8.859,5.009,5.22,3.033,2.82,0.3708,0.8279,0.1667,9.319,3.647,3.904,1.759,0.2887,0.0,6.826,2.455,2.414,0.995,0.02946,0.0,5.143,0.6422,1.431,0.2406,0,0.8639,13,5.04,0.0,0.0,0.0,-0.1539,22.49,0.0,-3.217,28.28,0.0,0.0,0.0,0.0,0.0,11.69,32.2,0.0,0.0,0.0,0.0,0.0,-2.968,0.0,0.0,7.848,0.0,6,1,0,2.131,-5.166,9.414,17,3,5,0,0.4615,0.8571,7,0,3,333.6,433.3,59.18,20.14,210.8,30.2,0.0,1702,41,138
394,0,1,0,3,0,-1,314.361,5.979,528.898,0.0,209.041,317.645,2.212,914.679,3.5,7.0,0.039081,0.0247605,0.8615995,31.559,11.149,20.252,16.091,0.532,-1.869,-6.917,16.908,-0.945,7.302,-6.028,7.974,0.987,1,-0.254,7.966,1.943,0.633,0.199,1.683,-2.324,-0.6308,0.7061,2.36,-2.572,-0.5381,0.8059,2.417,-1.972,-0.4999,0.8543,2.722,-0.8184,-0.3912,0.08451,2.473,-1.348,-0.3141,0.1645,2.58,-0.4255,-0.2081,0.2045,2.779,16.84,6.857,3.753,12.95,5.2,2.818,3.06,1.71,-1.71,0.1649,0.1751,54.06,79.5,17.24,0.0,0.0,4.185,0.0,24.51,61.27,0.0,18.46,32.02,6.651,0.0,0.8562,0.4797,0.1298,0.1438,0.5203,0.01405,255.0,142.9,38.67,42.85,155.0,4.185,5.454,-5.454,0.2653,0.1793,0.6361,0.621,0.2143,0.3639,0.379,0.1497,189.5,185.0,63.83,108.4,112.9,44.58,8.479,48.17,18.44,1.551,0.0,42.75,208.9,0.0,6.641,1.769,64.19,66.61,6.641,0.0,0.0,1.551,0.0,184.7,0.0,2.757,104.0,0.4664,5.585,3.255,8.619,314.4,64.21,1.784,3,17,36,2,22,12,0,15,0,0,14,4,2,1,44.64,3,0.125,17,38,0,24,3,0.125,21,0,1.618,22.44,15.74,9.958,12.36,8.274,10.47,6.524,8.034,4.521,4.558,2.635,2.327,0.1667,0.7035,0.08333,7.903,3.208,3.487,1.542,0.2887,0.0,6.174,2.279,2.232,0.9084,0.02946,0.0,4.114,0.3319,1.252,0.1379,0,0.8022,11,5.378,0.442,0.0,0.0,0.0,27.72,0.0,-3.067,28.15,0.0,0.0,0.0,0.0,0.0,0.0,17.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,1.211,-3.881,8.515,17,3,3,0,0.4545,0.8333,6,0,3,297.9,391.9,41.44,37.88,169.0,30.2,0.0,1061,34,118
395,0,0,0,2,0,-1,397.371,7.237,597.373,162.925,110.497,195.669,128.282,1066.585,0.0,7.75,0.0491028,0.0,0.8451155,37.115,9.481,17.611,10.809,2.42,-3.881,-6.642,1089.603,-0.532,732.709,-2.675,9.535,1.475,2,-0.33,7.967,1.311,0.03,0.543,1.723,-2.419,-0.5673,0.541,2.428,-2.435,-0.4912,0.6269,2.459,-2.046,-0.3224,0.8025,2.788,-0.8875,-0.4235,-0.02147,2.536,-0.8867,-0.3654,0.1917,2.634,-0.4834,-0.1874,0.1711,2.818,21.7,8.394,5.136,17.11,6.552,3.98,4.152,2.765,-2.765,0.1576,0.171,91.91,72.12,23.99,27.42,0.0,4.185,9.046,36.76,0.0,6.513,35.73,5.683,5.683,34.52,0.8328,0.3532,0.1298,0.1672,0.6468,0.03742,294.4,124.9,45.89,59.12,228.7,13.23,4.951,-4.951,0.2431,0.1313,0.6071,0.4823,0.2782,0.3929,0.5177,0.1147,214.6,170.5,98.36,138.9,183.0,40.56,9.158,48.17,91.35,9.31,8.0,8.27,139.9,0.0,73.95,3.677,11.0,83.64,6.879,0.0,2.757,68.63,7.76,148.1,0.0,50.12,74.08,0.4006,5.858,3.39,9.238,397.4,82.61,2.015,5,17,41,0,27,16,0,17,0,3,14,3,3,1,49.53,4,0.1379,17,43,0,29,5,0.1724,26,0,1.708,31.93,19.82,11.62,15.04,10.12,12.59,5.296,9.45,3.765,3.221,1.911,3.83,0.1667,1.044,0.08333,9.496,1.619,4.029,0.7904,0.5774,0.0,7.015,0.9742,2.466,0.3933,0.06453,0.0,5.922,0.09623,1.652,0.04167,0,0.8868,12,9.763,0.0,0.0,0.0,18.85,-0.8823,0.0,-2.786,28.75,0.0,0.0,0.0,8.121,0.0,48.63,0.0,0.0,0.0,0.0,5.903,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,2.532,-4.535,9.484,17,3,4,0,0.5,1.0,6,0,3,353.6,448.1,45.89,0.0,258.1,39.56,0.0,1821,43,146
396,0,0,0,2,0,-2,368.333,3.55,570.302,0.877,177.185,262.697,129.543,983.492,2.0,7.5,0.0128138,0.0185982,0.838637,34.43,10.038,19.347,14.14,1.944,-4.51,-7.311,223.037,-1.169,127.062,-3.668,9.995,1.611,1,-0.111,7.025,1.388,0.386,0.149,1.368,-2.323,-0.5975,0.714,2.389,-2.572,-0.5104,0.7846,2.454,-1.972,-0.4703,0.8795,2.722,-0.8155,-0.3687,0.08606,2.486,-1.348,-0.3341,0.1932,2.576,-0.4667,-0.2017,0.2154,2.767,19.75,7.553,4.646,15.26,5.766,3.517,3.519,1.964,-1.964,0.222,0.1337,87.55,51.79,0.0,6.7,0.0,4.185,9.046,61.27,0.0,0.0,54.19,32.02,5.683,0.0,0.837,0.4902,0.1207,0.163,0.5098,0.04235,261.5,153.2,37.7,50.93,159.3,13.23,5.911,-5.911,0.2448,0.1654,0.568,0.625,0.3156,0.432,0.375,0.1165,177.5,195.3,98.59,135.0,117.2,36.39,8.329,48.17,80.11,9.31,2.757,39.99,157.9,0.0,6.641,2.912,31.29,83.4,6.641,0.0,2.757,1.551,7.76,166.6,0.0,44.88,90.87,0.4243,5.755,3.301,9.01,368.3,74.71,2.075,4,17,36,1,25,15,0,15,0,3,11,4,2,1,44.31,3,0.1111,17,38,0,27,4,0.1481,21,0,1.687,24.75,18.24,9.751,13.29,8.196,11.66,5.888,8.416,4.143,3.81,2.247,3.626,0.1667,0.8275,0.08333,8.745,2.312,3.599,1.138,0.5774,0.0,6.485,1.401,2.227,0.5748,0.04296,0.0,5.477,0.2357,1.362,0.09623,0,0.9163,11,1.205,9.62,0.0,0.0,0.0,21.31,0.0,-1.489,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,1.586,-4.112,8.643,17,3,3,0,0.4545,0.8333,6,0,3,312.4,402.0,47.12,20.14,202.4,30.2,0.0,1475,39,136
397,0,0,0,2,0,-2,368.333,5.436,581.038,0.877,156.766,293.853,129.542,993.684,2.0,7.0,0.0297347,0.0170376,0.8288186,35.135,10.189,19.474,13.699,2.341,-4.823,-7.48,362.5,-1.013,217.271,-3.182,9.871,1.369,1,-0.012,7.025,1.388,0.386,0.149,1.368,-2.323,-0.5654,0.7137,2.389,-2.572,-0.4768,0.781,2.449,-1.971,-0.4394,0.8755,2.721,-0.8127,-0.3687,0.07931,2.479,-1.348,-0.3341,0.1916,2.563,-0.4667,-0.1902,0.2116,2.758,19.75,7.553,4.646,15.26,5.766,3.517,3.519,1.995,-1.995,0.2185,0.127,68.6,58.49,0.0,6.7,0.0,4.185,9.046,61.27,12.25,0.0,54.19,32.02,5.683,0.0,0.837,0.5295,0.1207,0.163,0.4705,0.04235,261.5,165.4,37.7,50.93,147.0,13.23,6.061,-6.061,0.2387,0.1613,0.5465,0.6642,0.3156,0.4535,0.3358,0.1379,170.8,207.5,98.59,141.7,104.9,43.09,8.329,48.17,80.11,9.31,2.757,39.56,158.4,0.0,6.641,2.912,31.29,83.4,6.641,0.0,2.757,1.551,7.76,166.6,0.0,44.88,90.87,0.4243,5.755,3.301,9.01,368.3,74.71,2.075,4,17,36,1,25,14,0,15,0,3,11,4,2,1,44.31,3,0.1111,17,38,0,27,4,0.1481,21,0,1.687,24.75,18.24,9.751,13.29,8.196,11.66,5.98,8.426,4.187,3.639,2.129,3.626,0.0,0.8087,0.0,8.745,2.191,3.569,1.07,0.5774,0.0,6.485,1.304,2.204,0.5331,0.04296,0.0,5.477,0.0,1.323,0.0,0,0.9163,11,1.005,9.818,0.0,0.0,0.0,21.38,0.0,-1.505,0.0,0.0,0.0,0.0,0.0,0.0,7.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,1.743,-4.081,8.642,17,3,3,0,0.4545,0.8333,6,0,3,312.4,402.0,47.12,20.14,195.7,36.9,0.0,1475,39,136
398,0,0,1,3,0,-2,393.364,2.754,611.634,31.008,257.042,235.295,88.289,1063.513,3.0,8.0,0.007132,0.0226547,0.8238252,36.729,11.631,21.879,16.32,1.534,-4.691,-5.109,5.771,-2.081,3.993,-5.14,9.797,1.525,1,-0.213,8.696,1.612,1.043,0.171,1.559,-2.324,-0.6222,0.7006,2.37,-2.572,-0.5381,0.8059,2.449,-1.972,-0.4999,0.8543,2.722,-0.8172,-0.3968,0.09381,2.529,-1.348,-0.3846,0.1721,2.628,-0.4672,-0.2161,0.2339,2.819,21.7,8.789,5.136,16.69,6.685,3.875,4.132,2.313,-2.313,0.1259,0.1416,56.27,51.79,10.96,0.0,10.32,31.17,0.0,61.27,24.51,0.0,18.46,55.83,13.57,7.768,0.653,0.5306,0.2257,0.347,0.4694,0.1214,223.3,181.4,77.17,118.7,160.5,41.5,6.471,-6.471,0.2236,0.1511,0.5116,0.6537,0.2993,0.4884,0.3463,0.1891,174.9,223.5,102.3,167.0,118.4,64.66,9.24,72.03,48.36,26.94,22.22,39.99,158.8,7.745,6.641,2.918,31.29,74.36,6.641,25.39,29.8,1.551,0.0,167.5,16.28,29.92,115.3,0.4006,5.858,3.486,9.22,393.4,80.53,2.013,5,17,40,3,27,15,0,17,0,2,13,3,4,1,49.11,5,0.1724,17,42,1,29,5,0.1724,24,0,1.639,25.37,19.77,10.98,14.4,9.274,12.66,7.082,9.063,5.009,5.114,3.033,3.116,0.3333,0.8735,0.1667,9.609,3.572,4.022,1.759,0.2887,0.0,7.042,2.412,2.482,0.995,0.02946,0.0,5.691,0.5893,1.518,0.2406,0,0.8899,13,4.996,0.0,0.0,0.0,-0.7037,21.43,0.0,11.87,42.16,0.0,7.84,0.0,0.0,0.0,32.24,-3.25,-3.023,0.0,0.0,0.0,0.0,-1.305,0.0,0.0,0.0,0.0,7,2,0,2.148,-4.785,9.526,17,3,5,0,0.4615,0.8571,7,0,3,341.9,442.0,41.44,20.14,190.5,44.91,27.13,1899,43,144
399,0,0,0,2,0,-1,313.373,4.562,532.136,63.936,158.509,307.477,2.213,930.448,2.0,6.0,0.0223676,0.0159457,0.8661719,32.735,10.581,17.498,12.792,2.003,-3.707,-6.619,347.777,-0.902,207.545,-3.166,9.233,1.098,1,0.007,7.338,1.676,0.386,-0.069,1.225,-2.325,-0.6222,0.6983,2.363,-2.572,-0.5381,0.8059,2.441,-1.981,-0.4999,0.8543,2.722,-0.8213,-0.3885,0.07985,2.499,-1.348,-0.2639,0.1645,2.608,-0.4788,-0.2042,0.1931,2.8,16.84,6.857,3.753,12.95,5.2,2.818,3.06,1.454,-1.454,0.1939,0.1629,66.86,72.8,0.0,0.0,0.0,4.185,0.0,45.47,61.27,0.0,18.46,32.02,0.0,0.0,0.8798,0.5222,0.1063,0.1202,0.4778,0.0139,264.9,157.2,32.02,36.2,143.8,4.185,4.752,-4.752,0.3045,0.2058,0.7192,0.5998,0.1899,0.2808,0.4002,0.09082,216.5,180.6,57.18,84.52,120.5,27.34,8.511,48.17,18.44,1.551,3.186,39.99,176.0,0.0,39.97,2.495,31.29,66.61,6.641,0.0,3.186,1.551,0.0,184.7,0.0,33.33,77.98,0.4664,5.585,3.255,8.619,313.4,63.39,1.713,3,17,37,1,22,14,0,16,0,0,15,3,2,1,45.97,3,0.125,17,39,0,24,3,0.125,22,0,1.618,24.19,15.74,10.96,12.79,9.274,10.47,7.102,8.246,5.021,5.3,3.174,2.327,0.4024,0.7645,0.2277,7.903,3.4,3.642,1.667,0.2887,0.0,6.174,2.551,2.362,1.053,0.02946,0.0,4.114,0.468,1.361,0.2101,0,0.7803,11,5.503,0.9732,0.0,0.0,0.0,28.45,0.0,-3.042,28.19,0.0,0.0,0.0,7.885,0.0,0.0,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,2.181,-4.321,8.711,17,3,3,0,0.4545,0.8333,6,0,3,301.1,401.6,41.44,20.14,200.6,23.5,0.0,1061,34,118
400,0,0,0,2,0,-2,382.36,6.433,592.623,58.633,169.909,237.387,126.695,1039.165,2.0,7.5,0.0398223,0.0178977,0.8372266,36.416,10.323,20.331,14.038,2.296,-4.858,-7.137,265.182,-1.106,153.831,-3.623,9.874,1.579,2,0.034,7.646,1.304,0.386,0.09,1.229,-2.328,-0.508,0.617,2.392,-2.572,-0.4474,0.6826,2.461,-1.994,-0.3293,0.8441,2.723,-0.8226,-0.3732,0.02576,2.541,-1.348,-0.3373,0.2164,2.633,-0.4791,-0.1713,0.2019,2.821,20.73,7.788,4.716,16.18,6.015,3.615,3.743,2.115,-2.115,0.206,0.1413,123.8,34.12,11.19,6.7,0.0,4.185,9.046,57.72,0.0,0.0,44.77,37.7,5.683,0.0,0.831,0.4356,0.1295,0.169,0.5644,0.0395,278.3,145.9,43.38,56.61,189.0,13.23,5.71,-5.71,0.2534,0.1713,0.5781,0.5353,0.3132,0.4219,0.4647,0.1087,193.6,179.3,104.9,141.3,155.6,36.39,8.802,48.17,80.35,9.31,5.942,39.56,139.9,0.0,39.97,3.22,31.29,83.64,6.641,0.0,5.942,1.551,7.76,148.1,0.0,78.21,90.87,0.4121,5.807,3.301,9.13,382.4,79.27,2.033,4,17,39,1,26,16,0,16,0,3,13,4,2,1,47.4,3,0.1071,17,41,0,28,4,0.1429,24,0,1.725,28.26,19.11,10.62,14.21,9.119,12.07,5.89,8.826,4.271,3.866,2.408,3.831,0.3718,0.9606,0.2165,9.218,2.336,3.952,1.226,0.5774,0.0,6.854,0.9742,2.412,0.3933,0.04296,0.0,5.983,0.7017,1.646,0.3527,0,0.895,11,9.75,0.0,0.0,0.0,18.64,0.0,0.0,-3.27,28.27,0.0,0.0,0.0,-5.621,0.0,7.827,4.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.49,0.0,0.0,6,1,0,2.066,-5.044,9.11,17,3,3,0,0.4545,0.8333,6,0,3,334.9,427.2,43.38,20.14,222.7,34.7,0.0,1616,42,142
